,Start,End,product_name,distance,high_estimate,low_estimate,duration
858,C15,C14,UberX,9.18,18.0,14.0,1020
859,C15,C14,Black SUV,9.18,59.0,47.0,1020
860,C15,C14,WAV,9.18,18.0,14.0,1020
861,C15,C14,UberX Car Seat,9.18,29.0,23.0,1020
862,C15,C14,Black SUV Car Seat,9.18,69.0,56.0,1020
863,C15,C14,Black Car Seat,9.18,57.0,46.0,1020
864,F03,F03,Black,3.37,27.0,21.0,540
865,F03,F03,UberXL,3.37,17.0,13.0,540
866,F03,F03,Pool,3.37,11.0,7.0,540
867,F03,F03,Black SUV,3.37,37.0,29.0,540
868,F03,F03,UberX,3.37,11.0,8.0,540
869,F03,F03,WAV,3.37,11.0,8.0,540
870,F03,F03,UberX Car Seat,3.37,23.0,18.0,540
871,F03,F03,Black SUV Car Seat,3.37,48.0,38.0,540
872,F03,F03,Black Car Seat,3.37,38.0,30.0,540
873,F03,C05,Black,3.34,26.0,21.0,540
874,F03,C05,UberXL,3.34,17.0,13.0,540
875,F03,C05,Pool,3.34,11.0,7.0,540
876,F03,C05,Black SUV,3.34,36.0,29.0,540
877,F03,C05,UberX,3.34,10.0,8.0,540
878,F03,C05,WAV,3.34,10.0,8.0,540
879,F03,C05,UberX Car Seat,3.34,23.0,18.0,540
880,F03,C05,Black SUV Car Seat,3.34,47.0,38.0,540
881,F03,C05,Black Car Seat,3.34,37.0,30.0,540
882,F03,C06,Black,3.29,26.0,21.0,540
883,F03,C06,UberXL,3.29,17.0,13.0,540
884,F03,C06,Pool,3.29,11.0,7.0,540
885,F03,C06,Black SUV,3.29,36.0,29.0,540
886,F03,C06,UberX,3.29,10.0,8.0,540
887,F03,C06,WAV,3.29,10.0,8.0,540
888,F03,C06,UberX Car Seat,3.29,23.0,18.0,540
889,F03,C06,Black SUV Car Seat,3.29,47.0,38.0,540
890,F03,C06,Black Car Seat,3.29,37.0,30.0,540
891,F03,J02,Black,4.36,34.0,27.0,600
892,F03,J02,UberXL,4.36,24.0,19.0,600
893,F03,J02,Pool,4.36,16.0,12.0,600
894,F03,J02,Black SUV,4.36,45.0,36.0,600
895,F03,J02,UberX,4.36,16.0,12.0,600
896,F03,J02,WAV,4.36,16.0,12.0,600
897,F03,J02,UberX Car Seat,4.36,28.0,22.0,600
898,F03,J02,Black SUV Car Seat,4.36,56.0,45.0,600
899,F03,J02,Black Car Seat,4.36,45.0,36.0,600
900,F03,C07,Black,6.86,40.0,32.0,780
901,F03,C07,UberXL,6.86,27.0,21.0,780
902,F03,C07,Pool,6.86,16.0,11.0,780
903,F03,C07,Black SUV,6.86,52.0,41.0,780
904,F03,C07,UberX,6.86,15.0,12.0,780
905,F03,C07,WAV,6.86,15.0,12.0,780
906,F03,C07,UberX Car Seat,6.86,28.0,22.0,780
907,F03,C07,Black SUV Car Seat,6.86,63.0,50.0,780
908,F03,C07,Black Car Seat,6.86,51.0,41.0,780
909,F03,C08,Black,8.02,46.0,37.0,1020
910,F03,C08,UberXL,8.02,31.0,24.0,1020
911,F03,C08,Pool,8.02,18.0,13.0,1020
912,F03,C08,Black SUV,8.02,59.0,47.0,1020
913,F03,C08,UberX,8.02,18.0,14.0,1020
914,F03,C08,WAV,8.02,18.0,14.0,1020
915,F03,C08,UberX Car Seat,8.02,30.0,24.0,1020
916,F03,C08,Black SUV Car Seat,8.02,70.0,56.0,1020
917,F03,C08,Black Car Seat,8.02,57.0,46.0,1020
918,F03,C09,Black,12.14,58.0,47.0,1080
919,F03,C09,UberXL,12.14,41.0,32.0,1080
920,F03,C09,Pool,12.14,22.0,16.0,1080
921,F03,C09,Black SUV,12.14,72.0,58.0,1080
922,F03,C09,UberX,12.14,22.0,17.0,1080
923,F03,C09,WAV,12.14,22.0,17.0,1080
924,F03,C09,UberX Car Seat,12.14,34.0,27.0,1080
925,F03,C09,Black SUV Car Seat,12.14,83.0,67.0,1080
926,F03,C09,Black Car Seat,12.14,69.0,56.0,1080
927,F03,C10,Black,11.96,58.0,47.0,1140
928,F03,C10,UberXL,11.96,41.0,32.0,1140
929,F03,C10,Pool,11.96,22.0,16.0,1140
930,F03,C10,Black SUV,11.96,72.0,58.0,1140
931,F03,C10,UberX,11.96,22.0,17.0,1140
932,F03,C10,WAV,11.96,22.0,17.0,1140
933,F03,C10,UberX Car Seat,11.96,34.0,27.0,1140
934,F03,C10,Black SUV Car Seat,11.96,83.0,67.0,1140
935,F03,C10,Black Car Seat,11.96,70.0,56.0,1140
936,F03,C12,Black,4.97,32.0,26.0,600
937,F03,C12,UberXL,4.97,21.0,16.0,600
938,F03,C12,Pool,4.97,13.0,9.0,600
939,F03,C12,Black SUV,4.97,43.0,34.0,600
940,F03,C12,UberX,4.97,13.0,9.0,600
941,F03,C12,WAV,4.97,13.0,9.0,600
942,F03,C12,UberX Car Seat,4.97,25.0,19.0,600
943,F03,C12,Black SUV Car Seat,4.97,54.0,43.0,600
944,F03,C12,Black Car Seat,4.97,43.0,35.0,600
945,F03,C13,Black,3.23,25.0,20.0,480
946,F03,C13,UberXL,3.23,16.0,12.0,480
947,F03,C13,Pool,3.23,10.0,7.0,480
948,F03,C13,Black SUV,3.23,35.0,28.0,480
949,F03,C13,UberX,3.23,10.0,7.0,480
950,F03,C13,WAV,3.23,10.0,7.0,480
951,F03,C13,UberX Car Seat,3.23,22.0,17.0,480
952,F03,C13,Black SUV Car Seat,3.23,46.0,37.0,480
953,F03,C13,Black Car Seat,3.23,36.0,29.0,480
954,F03,C14,Black,10.71,53.0,43.0,1020
955,F03,C14,UberXL,10.71,37.0,29.0,1020
956,F03,C14,Pool,10.71,20.0,15.0,1020
957,F03,C14,Black SUV,10.71,66.0,53.0,1020
958,F03,C14,UberX,10.71,20.0,16.0,1020
959,F03,C14,WAV,10.71,20.0,16.0,1020
960,F03,C14,UberX Car Seat,10.71,32.0,26.0,1020
961,F03,C14,Black SUV Car Seat,10.71,77.0,62.0,1020
962,F03,C14,Black Car Seat,10.71,64.0,52.0,1020
963,F03,C15,Black,14.1,66.0,53.0,1320
964,F03,C15,UberXL,14.1,46.0,37.0,1320
965,F03,C15,Pool,14.1,27.0,20.0,1320
966,F03,C15,Black SUV,14.1,81.0,65.0,1320
967,F03,C15,UberX,14.1,27.0,21.0,1320
968,F03,C15,WAV,14.1,27.0,21.0,1320
969,F03,C15,UberX Car Seat,14.1,40.0,32.0,1320
970,F03,C15,Black SUV Car Seat,14.1,92.0,74.0,1320
971,F03,C15,Black Car Seat,14.1,77.0,62.0,1320
972,C05,C05,Black,3.23,25.0,20.0,540
973,C05,C05,UberXL,3.23,16.0,12.0,540
974,C05,C05,Pool,3.23,10.0,7.0,540
975,C05,C05,UberX,3.23,10.0,7.0,540
976,C05,C05,Black SUV,3.23,35.0,28.0,540
977,C05,C05,WAV,3.23,10.0,7.0,540
978,C05,C05,UberX Car Seat,3.23,21.0,17.0,540
979,C05,C05,Black SUV Car Seat,3.23,45.0,36.0,540
980,C05,C05,Black Car Seat,3.23,36.0,28.0,540
981,C05,C06,Black,3.2,25.0,19.0,540
982,C05,C06,UberXL,3.2,15.0,12.0,540
983,C05,C06,Pool,3.2,10.0,7.0,540
984,C05,C06,UberX,3.2,10.0,7.0,540
985,C05,C06,Black SUV,3.2,34.0,27.0,540
986,C05,C06,WAV,3.2,10.0,7.0,540
987,C05,C06,UberX Car Seat,3.2,21.0,16.0,540
988,C05,C06,Black SUV Car Seat,3.2,44.0,35.0,540
989,C05,C06,Black Car Seat,3.2,35.0,28.0,540
990,C05,J02,Black,3.39,25.0,20.0,540
991,C05,J02,UberXL,3.39,16.0,12.0,540
992,C05,J02,Pool,3.39,11.0,7.0,540
993,C05,J02,UberX,3.39,10.0,7.0,540
994,C05,J02,Black SUV,3.39,35.0,28.0,540
995,C05,J02,WAV,3.39,10.0,7.0,540
996,C05,J02,UberX Car Seat,3.39,22.0,17.0,540
997,C05,J02,Black SUV Car Seat,3.39,45.0,36.0,540
998,C05,J02,Black Car Seat,3.39,36.0,28.0,540
999,C05,C07,Black,4.81,34.0,27.0,600
1000,C05,C07,UberXL,4.81,24.0,19.0,600
1001,C05,C07,Pool,4.81,17.0,12.0,600
1002,C05,C07,UberX,4.81,17.0,13.0,600
1003,C05,C07,Black SUV,4.81,45.0,36.0,600
1004,C05,C07,WAV,4.81,17.0,13.0,600
1005,C05,C07,UberX Car Seat,4.81,30.0,23.0,600
1006,C05,C07,Black SUV Car Seat,4.81,55.0,44.0,600
1007,C05,C07,Black Car Seat,4.81,45.0,36.0,600
1008,C05,C08,Black,7.32,40.0,32.0,900
1009,C05,C08,UberXL,7.32,27.0,21.0,900
1010,C05,C08,Pool,7.32,16.0,11.0,900
1011,C05,C08,UberX,7.32,15.0,12.0,900
1012,C05,C08,Black SUV,7.32,51.0,41.0,900
1013,C05,C08,WAV,7.32,15.0,12.0,900
1014,C05,C08,UberX Car Seat,7.32,27.0,21.0,900
1015,C05,C08,Black SUV Car Seat,7.32,61.0,49.0,900
1016,C05,C08,Black Car Seat,7.32,50.0,40.0,900
1017,C05,C09,Black,8.79,47.0,37.0,1080
1018,C05,C09,UberXL,8.79,31.0,25.0,1080
1019,C05,C09,Pool,8.79,18.0,13.0,1080
1020,C05,C09,UberX,8.79,18.0,14.0,1080
1021,C05,C09,Black SUV,8.79,59.0,47.0,1080
1022,C05,C09,WAV,8.79,18.0,14.0,1080
1023,C05,C09,UberX Car Seat,8.79,29.0,23.0,1080
1024,C05,C09,Black SUV Car Seat,8.79,69.0,56.0,1080
1025,C05,C09,Black Car Seat,8.79,57.0,46.0,1080
1026,C05,C10,Black,8.74,48.0,39.0,1200
1027,C05,C10,UberXL,8.74,32.0,25.0,1200
1028,C05,C10,Pool,8.74,18.0,13.0,1200
1029,C05,C10,UberX,8.74,18.0,14.0,1200
1030,C05,C10,Black SUV,8.74,60.0,48.0,1200
1031,C05,C10,WAV,8.74,18.0,14.0,1200
1032,C05,C10,UberX Car Seat,8.74,30.0,24.0,1200
1033,C05,C10,Black SUV Car Seat,8.74,71.0,57.0,1200
1034,C05,C10,Black Car Seat,8.74,59.0,47.0,1200
1035,C05,C12,Black,9.36,50.0,40.0,1260
1036,C05,C12,UberXL,9.36,33.0,26.0,1260
1037,C05,C12,Pool,9.36,19.0,14.0,1260
1038,C05,C12,UberX,9.36,19.0,15.0,1260
1039,C05,C12,Black SUV,9.36,63.0,50.0,1260
1040,C05,C12,WAV,9.36,19.0,15.0,1260
1041,C05,C12,UberX Car Seat,9.36,31.0,24.0,1260
1042,C05,C12,Black SUV Car Seat,9.36,73.0,59.0,1260
1043,C05,C12,Black Car Seat,9.36,61.0,49.0,1260
1044,C05,C13,Black,4.37,29.0,23.0,600
1045,C05,C13,UberXL,4.37,19.0,14.0,600
1046,C05,C13,Pool,4.37,12.0,8.0,600
1047,C05,C13,UberX,4.37,11.0,8.0,600
1048,C05,C13,Black SUV,4.37,39.0,31.0,600
1049,C05,C13,WAV,4.37,11.0,8.0,600
1050,C05,C13,UberX Car Seat,4.37,23.0,18.0,600
1051,C05,C13,Black SUV Car Seat,4.37,49.0,39.0,600
1052,C05,C13,Black Car Seat,4.37,39.0,31.0,600
1053,C05,C14,Black,1.53,18.0,14.0,300
1054,C05,C14,UberXL,1.53,11.0,8.0,300
1055,C05,C14,Pool,1.53,9.0,5.0,300
1056,C05,C14,UberX,1.53,8.0,6.0,300
1057,C05,C14,Black SUV,1.53,29.0,23.0,300
1058,C05,C14,WAV,1.53,8.0,6.0,300
1059,C05,C14,UberX Car Seat,1.53,19.0,14.0,300
1060,C05,C14,Black SUV Car Seat,1.53,39.0,31.0,300
1061,C05,C14,Black Car Seat,1.53,28.0,22.0,300
1062,C05,C15,Black,9.99,48.0,38.0,960
1063,C05,C15,UberXL,9.99,33.0,26.0,960
1064,C05,C15,Pool,9.99,18.0,13.0,960
1065,C05,C15,UberX,9.99,18.0,14.0,960
1066,C05,C15,Black SUV,9.99,60.0,48.0,960
1067,C05,C15,WAV,9.99,18.0,14.0,960
1068,C05,C15,UberX Car Seat,9.99,30.0,23.0,960
1069,C05,C15,Black SUV Car Seat,9.99,70.0,57.0,960
1070,C05,C15,Black Car Seat,9.99,58.0,47.0,960
1071,C05,F03,Black,13.38,61.0,49.0,1260
1072,C05,F03,UberXL,13.38,42.0,34.0,1260
1073,C05,F03,Pool,13.38,23.0,17.0,1260
1074,C05,F03,UberX,13.38,23.0,18.0,1260
1075,C05,F03,Black SUV,13.38,74.0,60.0,1260
1076,C05,F03,WAV,13.38,23.0,18.0,1260
1077,C05,F03,UberX Car Seat,13.38,34.0,27.0,1260
1078,C05,F03,Black SUV Car Seat,13.38,85.0,68.0,1260
1079,C05,F03,Black Car Seat,13.38,71.0,57.0,1260
1080,C06,C06,Black,2.5,22.0,17.0,420
1081,C06,C06,UberXL,2.5,13.0,10.0,420
1082,C06,C06,Pool,2.5,9.0,6.0,420
1083,C06,C06,UberX,2.5,9.0,6.0,420
1084,C06,C06,Black SUV,2.5,31.0,24.0,420
1085,C06,C06,WAV,2.5,9.0,6.0,420
1086,C06,C06,UberX Car Seat,2.5,20.0,16.0,420
1087,C06,C06,Black SUV Car Seat,2.5,41.0,33.0,420
1088,C06,C06,Black Car Seat,2.5,32.0,25.0,420
1089,C06,J02,Black,2.47,21.0,16.0,420
1090,C06,J02,UberXL,2.47,13.0,10.0,420
1091,C06,J02,Pool,2.47,9.0,6.0,420
1092,C06,J02,UberX,2.47,8.0,6.0,420
1093,C06,J02,Black SUV,2.47,30.0,24.0,420
1094,C06,J02,WAV,2.47,8.0,6.0,420
1095,C06,J02,UberX Car Seat,2.47,20.0,15.0,420
1096,C06,J02,Black SUV Car Seat,2.47,41.0,32.0,420
1097,C06,J02,Black Car Seat,2.47,32.0,25.0,420
1098,C06,C07,Black,2.66,22.0,17.0,420
1099,C06,C07,UberXL,2.66,14.0,10.0,420
1100,C06,C07,Pool,2.66,9.0,6.0,420
1101,C06,C07,UberX,2.66,9.0,6.0,420
1102,C06,C07,Black SUV,2.66,31.0,24.0,420
1103,C06,C07,WAV,2.66,9.0,6.0,420
1104,C06,C07,UberX Car Seat,2.66,20.0,16.0,420
1105,C06,C07,Black SUV Car Seat,2.66,41.0,33.0,420
1106,C06,C07,Black Car Seat,2.66,32.0,25.0,420
1107,C06,C08,Black,4.14,31.0,25.0,540
1108,C06,C08,UberXL,4.14,22.0,17.0,540
1109,C06,C08,Pool,4.14,15.0,11.0,540
1110,C06,C08,UberX,4.14,15.0,11.0,540
1111,C06,C08,Black SUV,4.14,41.0,33.0,540
1112,C06,C08,WAV,4.14,15.0,11.0,540
1113,C06,C08,UberX Car Seat,4.14,26.0,21.0,540
1114,C06,C08,Black SUV Car Seat,4.14,51.0,41.0,540
1115,C06,C08,Black Car Seat,4.14,42.0,33.0,540
1116,C06,C09,Black,6.64,36.0,29.0,720
1117,C06,C09,UberXL,6.64,24.0,19.0,720
1118,C06,C09,Pool,6.64,14.0,10.0,720
1119,C06,C09,UberX,6.64,14.0,11.0,720
1120,C06,C09,Black SUV,6.64,47.0,38.0,720
1121,C06,C09,WAV,6.64,14.0,11.0,720
1122,C06,C09,UberX Car Seat,6.64,26.0,20.0,720
1123,C06,C09,Black SUV Car Seat,6.64,57.0,46.0,720
1124,C06,C09,Black Car Seat,6.64,47.0,37.0,720
1125,C06,C10,Black,8.06,43.0,34.0,960
1126,C06,C10,UberXL,8.06,29.0,23.0,960
1127,C06,C10,Pool,8.06,15.0,11.0,960
1128,C06,C10,UberX,8.06,15.0,11.0,960
1129,C06,C10,Black SUV,8.06,55.0,44.0,960
1130,C06,C10,WAV,8.06,15.0,11.0,960
1131,C06,C10,UberX Car Seat,8.06,25.0,20.0,960
1132,C06,C10,Black SUV Car Seat,8.06,65.0,52.0,960
1133,C06,C10,Black Car Seat,8.06,54.0,43.0,960
1134,C06,C12,Black,8.02,45.0,36.0,1080
1135,C06,C12,UberXL,8.02,29.0,23.0,1080
1136,C06,C12,Pool,8.02,17.0,12.0,1080
1137,C06,C12,UberX,8.02,17.0,13.0,1080
1138,C06,C12,Black SUV,8.02,57.0,45.0,1080
1139,C06,C12,WAV,8.02,17.0,13.0,1080
1140,C06,C12,UberX Car Seat,8.02,29.0,23.0,1080
1141,C06,C12,Black SUV Car Seat,8.02,67.0,54.0,1080
1142,C06,C12,Black Car Seat,8.02,55.0,44.0,1080
1143,C06,C13,Black,8.63,47.0,38.0,1140
1144,C06,C13,UberXL,8.63,31.0,24.0,1140
1145,C06,C13,Pool,8.63,18.0,13.0,1140
1146,C06,C13,UberX,8.63,18.0,14.0,1140
1147,C06,C13,Black SUV,8.63,59.0,47.0,1140
1148,C06,C13,WAV,8.63,18.0,14.0,1140
1149,C06,C13,UberX Car Seat,8.63,29.0,23.0,1140
1150,C06,C13,Black SUV Car Seat,8.63,69.0,56.0,1140
1151,C06,C13,Black Car Seat,8.63,58.0,46.0,1140
1152,C06,C14,Black,3.7,25.0,20.0,480
1153,C06,C14,UberXL,3.7,16.0,12.0,480
1154,C06,C14,Pool,3.7,10.0,7.0,480
1155,C06,C14,UberX,3.7,10.0,7.0,480
1156,C06,C14,Black SUV,3.7,35.0,28.0,480
1157,C06,C14,WAV,3.7,10.0,7.0,480
1158,C06,C14,UberX Car Seat,3.7,21.0,17.0,480
1159,C06,C14,Black SUV Car Seat,3.7,45.0,36.0,480
1160,C06,C14,Black Car Seat,3.7,36.0,28.0,480
1161,C06,C15,Black,1.47,18.0,14.0,360
1162,C06,C15,UberXL,1.47,11.0,8.0,360
1163,C06,C15,Pool,1.47,9.0,5.0,360
1164,C06,C15,UberX,1.47,8.0,6.0,360
1165,C06,C15,Black SUV,1.47,29.0,23.0,360
1166,C06,C15,WAV,1.47,8.0,6.0,360
1167,C06,C15,UberX Car Seat,1.47,19.0,14.0,360
1168,C06,C15,Black SUV Car Seat,1.47,39.0,31.0,360
1169,C06,C15,Black Car Seat,1.47,28.0,22.0,360
1170,C06,F03,Black,9.27,45.0,36.0,900
1171,C06,F03,UberXL,9.27,31.0,24.0,900
1172,C06,F03,Pool,9.27,17.0,12.0,900
1173,C06,F03,UberX,9.27,17.0,13.0,900
1174,C06,F03,Black SUV,9.27,57.0,46.0,900
1175,C06,F03,WAV,9.27,17.0,13.0,900
1176,C06,F03,UberX Car Seat,9.27,29.0,23.0,900
1177,C06,F03,Black SUV Car Seat,9.27,67.0,54.0,900
1178,C06,F03,Black Car Seat,9.27,55.0,44.0,900
1179,C06,C05,Black,12.65,57.0,45.0,1140
1180,C06,C05,UberXL,12.65,40.0,32.0,1140
1181,C06,C05,Pool,12.65,23.0,17.0,1140
1182,C06,C05,UberX,12.65,23.0,18.0,1140
1183,C06,C05,Black SUV,12.65,70.0,56.0,1140
1184,C06,C05,WAV,12.65,23.0,18.0,1140
1185,C06,C05,UberX Car Seat,12.65,36.0,29.0,1140
1186,C06,C05,Black SUV Car Seat,12.65,80.0,65.0,1140
1187,C06,C05,Black Car Seat,12.65,67.0,54.0,1140
1188,J02,J02,Black,8.37,43.0,34.0,900
1189,J02,J02,UberXL,8.37,29.0,23.0,900
1190,J02,J02,Pool,8.37,17.0,12.0,900
1191,J02,J02,UberX,8.37,16.0,13.0,900
1192,J02,J02,Black SUV,8.37,55.0,44.0,900
1193,J02,J02,WAV,8.37,16.0,13.0,900
1194,J02,J02,UberX Car Seat,8.37,28.0,22.0,900
1195,J02,J02,Black SUV Car Seat,8.37,65.0,52.0,900
1196,J02,J02,Black Car Seat,8.37,54.0,43.0,900
1197,J02,C07,Black,7.97,41.0,32.0,840
1198,J02,C07,UberXL,7.97,28.0,22.0,840
1199,J02,C07,Pool,7.97,16.0,11.0,840
1200,J02,C07,UberX,7.97,16.0,12.0,840
1201,J02,C07,Black SUV,7.97,52.0,42.0,840
1202,J02,C07,WAV,7.97,16.0,12.0,840
1203,J02,C07,UberX Car Seat,7.97,27.0,21.0,840
1204,J02,C07,Black SUV Car Seat,7.97,62.0,50.0,840
1205,J02,C07,Black Car Seat,7.97,51.0,41.0,840
1206,J02,C08,Black,8.93,46.0,37.0,1020
1207,J02,C08,UberXL,8.93,31.0,24.0,1020
1208,J02,C08,Pool,8.93,18.0,13.0,1020
1209,J02,C08,UberX,8.93,18.0,13.0,1020
1210,J02,C08,Black SUV,8.93,58.0,47.0,1020
1211,J02,C08,WAV,8.93,18.0,13.0,1020
1212,J02,C08,UberX Car Seat,8.93,29.0,23.0,1020
1213,J02,C08,Black SUV Car Seat,8.93,68.0,55.0,1020
1214,J02,C08,Black Car Seat,8.93,57.0,45.0,1020
1215,J02,C09,Black,10.94,55.0,44.0,1020
1216,J02,C09,UberXL,10.94,40.0,32.0,1020
1217,J02,C09,Pool,10.94,24.0,18.0,1020
1218,J02,C09,UberX,10.94,24.0,19.0,1020
1219,J02,C09,Black SUV,10.94,68.0,55.0,1020
1220,J02,C09,WAV,10.94,24.0,19.0,1020
1221,J02,C09,UberX Car Seat,10.94,35.0,28.0,1020
1222,J02,C09,Black SUV Car Seat,10.94,78.0,63.0,1020
1223,J02,C09,Black Car Seat,10.94,66.0,53.0,1020
1224,J02,C10,Black,6.63,37.0,29.0,780
1225,J02,C10,UberXL,6.63,25.0,19.0,780
1226,J02,C10,Pool,6.63,15.0,10.0,780
1227,J02,C10,UberX,6.63,14.0,11.0,780
1228,J02,C10,Black SUV,6.63,48.0,38.0,780
1229,J02,C10,WAV,6.63,14.0,11.0,780
1230,J02,C10,UberX Car Seat,6.63,26.0,20.0,780
1231,J02,C10,Black SUV Car Seat,6.63,58.0,47.0,780
1232,J02,C10,Black Car Seat,6.63,47.0,38.0,780
1233,J02,C12,Black,4.59,29.0,23.0,600
1234,J02,C12,UberXL,4.59,19.0,15.0,600
1235,J02,C12,Pool,4.59,12.0,8.0,600
1236,J02,C12,UberX,4.59,11.0,8.0,600
1237,J02,C12,Black SUV,4.59,39.0,31.0,600
1238,J02,C12,WAV,4.59,11.0,8.0,600
1239,J02,C12,UberX Car Seat,4.59,23.0,18.0,600
1240,J02,C12,Black SUV Car Seat,4.59,50.0,40.0,600
1241,J02,C12,Black Car Seat,4.59,40.0,32.0,600
1242,J02,C13,Black,3.44,25.0,20.0,540
1243,J02,C13,UberXL,3.44,16.0,12.0,540
1244,J02,C13,Pool,3.44,11.0,7.0,540
1245,J02,C13,UberX,3.44,10.0,7.0,540
1246,J02,C13,Black SUV,3.44,35.0,28.0,540
1247,J02,C13,WAV,3.44,10.0,7.0,540
1248,J02,C13,UberX Car Seat,3.44,22.0,17.0,540
1249,J02,C13,Black SUV Car Seat,3.44,45.0,36.0,540
1250,J02,C13,Black Car Seat,3.44,36.0,28.0,540
1251,J02,C14,Black,3.63,26.0,20.0,540
1252,J02,C14,UberXL,3.63,17.0,13.0,540
1253,J02,C14,Pool,3.63,11.0,7.0,540
1254,J02,C14,UberX,3.63,10.0,7.0,540
1255,J02,C14,Black SUV,3.63,36.0,28.0,540
1256,J02,C14,WAV,3.63,10.0,7.0,540
1257,J02,C14,UberX Car Seat,3.63,22.0,17.0,540
1258,J02,C14,Black SUV Car Seat,3.63,46.0,37.0,540
1259,J02,C14,Black Car Seat,3.63,36.0,29.0,540
1260,J02,C15,Black,10.42,50.0,40.0,1020
1261,J02,C15,UberXL,10.42,34.0,27.0,1020
1262,J02,C15,Pool,10.42,19.0,14.0,1020
1263,J02,C15,UberX,10.42,19.0,15.0,1020
1264,J02,C15,Black SUV,10.42,62.0,50.0,1020
1265,J02,C15,WAV,10.42,19.0,15.0,1020
1266,J02,C15,UberX Car Seat,10.42,30.0,24.0,1020
1267,J02,C15,Black SUV Car Seat,10.42,72.0,58.0,1020
1268,J02,C15,Black Car Seat,10.42,60.0,48.0,1020
1269,J02,F03,Black,10.29,50.0,40.0,1020
1270,J02,F03,UberXL,10.29,34.0,27.0,1020
1271,J02,F03,Pool,10.29,19.0,14.0,1020
1272,J02,F03,UberX,10.29,19.0,15.0,1020
1273,J02,F03,Black SUV,10.29,62.0,50.0,1020
1274,J02,F03,WAV,10.29,19.0,15.0,1020
1275,J02,F03,UberX Car Seat,10.29,30.0,24.0,1020
1276,J02,F03,Black SUV Car Seat,10.29,72.0,58.0,1020
1277,J02,F03,Black Car Seat,10.29,60.0,48.0,1020
1278,J02,C05,Black,9.16,44.0,35.0,840
1279,J02,C05,UberXL,9.16,31.0,24.0,840
1280,J02,C05,Pool,9.16,17.0,12.0,840
1281,J02,C05,UberX,9.16,17.0,13.0,840
1282,J02,C05,Black SUV,9.16,56.0,45.0,840
1283,J02,C05,WAV,9.16,17.0,13.0,840
1284,J02,C05,UberX Car Seat,9.16,28.0,22.0,840
1285,J02,C05,Black SUV Car Seat,9.16,66.0,53.0,840
1286,J02,C05,Black Car Seat,9.16,55.0,44.0,840
1287,J02,C06,Black,4.4,29.0,23.0,660
1288,J02,C06,UberXL,4.4,19.0,14.0,660
1289,J02,C06,Pool,4.4,12.0,8.0,660
1290,J02,C06,UberX,4.4,11.0,8.0,660
1291,J02,C06,Black SUV,4.4,39.0,31.0,660
1292,J02,C06,WAV,4.4,11.0,8.0,660
1293,J02,C06,UberX Car Seat,4.4,23.0,18.0,660
1294,J02,C06,Black SUV Car Seat,4.4,49.0,40.0,660
1295,J02,C06,Black Car Seat,4.4,40.0,31.0,660
1296,J03,C07,Black,11.6,55.0,44.0,1200
1297,J03,C07,UberXL,11.6,38.0,30.0,1200
1298,J03,C07,Pool,11.6,22.0,17.0,1200
1299,J03,C07,UberX,11.6,23.0,18.0,1200
1300,J03,C07,Black SUV,11.6,68.0,55.0,1200
1301,J03,C07,WAV,11.6,23.0,18.0,1200
1302,J03,C07,UberX Car Seat,11.6,35.0,28.0,1200
1303,J03,C07,Black SUV Car Seat,11.6,78.0,63.0,1200
1304,J03,C07,Black Car Seat,11.6,65.0,53.0,1200
1305,J03,C08,Black,11.19,52.0,42.0,1080
1306,J03,C08,UberXL,11.19,36.0,29.0,1080
1307,J03,C08,Pool,11.19,20.0,15.0,1080
1308,J03,C08,UberX,11.19,20.0,15.0,1080
1309,J03,C08,Black SUV,11.19,65.0,52.0,1080
1310,J03,C08,WAV,11.19,20.0,15.0,1080
1311,J03,C08,UberX Car Seat,11.19,31.0,25.0,1080
1312,J03,C08,Black SUV Car Seat,11.19,75.0,61.0,1080
1313,J03,C08,Black Car Seat,11.19,63.0,51.0,1080
1314,J03,C09,Black,12.16,58.0,47.0,1320
1315,J03,C09,UberXL,12.16,40.0,32.0,1320
1316,J03,C09,Pool,12.16,22.0,16.0,1320
1317,J03,C09,UberX,12.16,22.0,17.0,1320
1318,J03,C09,Black SUV,12.16,71.0,58.0,1320
1319,J03,C09,WAV,12.16,22.0,17.0,1320
1320,J03,C09,UberX Car Seat,12.16,33.0,26.0,1320
1321,J03,C09,Black SUV Car Seat,12.16,82.0,66.0,1320
1322,J03,C09,Black Car Seat,12.16,69.0,55.0,1320
1323,J03,C10,Black,14.17,67.0,54.0,1320
1324,J03,C10,UberXL,14.17,48.0,39.0,1320
1325,J03,C10,Pool,14.17,28.0,21.0,1320
1326,J03,C10,UberX,14.17,28.0,22.0,1320
1327,J03,C10,Black SUV,14.17,81.0,66.0,1320
1328,J03,C10,WAV,14.17,28.0,22.0,1320
1329,J03,C10,UberX Car Seat,14.17,40.0,32.0,1320
1330,J03,C10,Black SUV Car Seat,14.17,92.0,74.0,1320
1331,J03,C10,Black Car Seat,14.17,78.0,63.0,1320
1332,J03,C12,Black,11.27,54.0,44.0,1200
1333,J03,C12,UberXL,11.27,37.0,29.0,1200
1334,J03,C12,Pool,11.27,21.0,15.0,1200
1335,J03,C12,UberX,11.27,21.0,16.0,1200
1336,J03,C12,Black SUV,11.27,67.0,54.0,1200
1337,J03,C12,WAV,11.27,21.0,16.0,1200
